ref,fileName,date,description,status,publicScore,privateScore
56131840,KAP12_B100_S659999_1000.csv,2026-09-09 22:29:13.890000,envios=1000  semilla=659999,SubmissionStatus.COMPLETE,18.905,
56131843,KAP12_B100_S659999_1050.csv,2026-09-09 22:29:45.810000,envios=1050  semilla=659999,SubmissionStatus.COMPLETE,20.987,
56131845,KAP12_B100_S659999_1100.csv,2026-09-09 22:30:17.760000,envios=1100  semilla=659999,SubmissionStatus.COMPLETE,19.987,
56131849,KAP12_B100_S659999_1150.csv,2026-09-09 22:30:49.657000,envios=1150  semilla=659999,SubmissionStatus.COMPLETE,18.821,
56131855,KAP12_B100_S659999_1200.csv,2026-09-09 22:31:21.623000,envios=1200  semilla=659999,SubmissionStatus.COMPLETE,17.322,
56131864,KAP12_B100_S659999_1250.csv,2026-09-09 22:31:53.607000,envios=1250  semilla=659999,SubmissionStatus.COMPLETE,15.990,
56131867,KAP12_B100_S659999_1300.csv,2026-09-09 22:32:25.553000,envios=1300  semilla=659999,SubmissionStatus.COMPLETE,14.074,
56131820,KAP12_B100_S659999_800.csv,2026-09-09 22:27:05.783000,envios=800  semilla=659999,SubmissionStatus.COMPLETE,10.743,
56131825,KAP12_B100_S659999_850.csv,2026-09-09 22:27:37.920000,envios=850  semilla=659999,SubmissionStatus.COMPLETE,9.744,
56131832,KAP12_B100_S659999_900.csv,2026-09-09 22:28:09.940000,envios=900  semilla=659999,SubmissionStatus.COMPLETE,12.076,
56131836,KAP12_B100_S659999_950.csv,2026-09-09 22:28:41.867000,envios=950  semilla=659999,SubmissionStatus.COMPLETE,13.908,
56171310,KAP12_U001_S659999_1000.csv,2026-09-11 18:56:19.077000,envios=1000  semilla=659999,SubmissionStatus.COMPLETE,12.159,
56171317,KAP12_U001_S659999_1050.csv,2026-09-11 18:56:51.243000,envios=1050  semilla=659999,SubmissionStatus.COMPLETE,10.493,
56171320,KAP12_U001_S659999_1100.csv,2026-09-11 18:57:23.457000,envios=1100  semilla=659999,SubmissionStatus.COMPLETE,9.244,
56171325,KAP12_U001_S659999_1150.csv,2026-09-11 18:57:55.373000,envios=1150  semilla=659999,SubmissionStatus.COMPLETE,11.742,
56171329,KAP12_U001_S659999_1200.csv,2026-09-11 18:58:27.630000,envios=1200  semilla=659999,SubmissionStatus.COMPLETE,10.993,
56171336,KAP12_U001_S659999_1250.csv,2026-09-11 18:58:59.687000,envios=1250  semilla=659999,SubmissionStatus.COMPLETE,13.158,
56171341,KAP12_U001_S659999_1300.csv,2026-09-11 18:59:31.703000,envios=1300  semilla=659999,SubmissionStatus.COMPLETE,11.992,
56171275,KAP12_U001_S659999_800.csv,2026-09-11 18:54:09.983000,envios=800  semilla=659999,SubmissionStatus.COMPLETE,10.993,
56171283,KAP12_U001_S659999_850.csv,2026-09-11 18:54:42.307000,envios=850  semilla=659999,SubmissionStatus.COMPLETE,15.740,
56171293,KAP12_U001_S659999_900.csv,2026-09-11 18:55:14.570000,envios=900  semilla=659999,SubmissionStatus.COMPLETE,14.741,
56171299,KAP12_U001_S659999_950.csv,2026-09-11 18:55:46.853000,envios=950  semilla=659999,SubmissionStatus.COMPLETE,13.491,
56170590,KAP12_U005_S659999_1000.csv,2026-09-11 18:02:12.677000,envios=1000  semilla=659999,SubmissionStatus.COMPLETE,15.740,
56170602,KAP12_U005_S659999_1050.csv,2026-09-11 18:02:44.720000,envios=1050  semilla=659999,SubmissionStatus.COMPLETE,17.655,
56170609,KAP12_U005_S659999_1100.csv,2026-09-11 18:03:17.410000,envios=1100  semilla=659999,SubmissionStatus.COMPLETE,19.904,
56170618,KAP12_U005_S659999_1150.csv,2026-09-11 18:03:49.520000,envios=1150  semilla=659999,SubmissionStatus.COMPLETE,18.738,
56170624,KAP12_U005_S659999_1200.csv,2026-09-11 18:04:21.463000,envios=1200  semilla=659999,SubmissionStatus.COMPLETE,17.406,
56170629,KAP12_U005_S659999_1250.csv,2026-09-11 18:04:53.417000,envios=1250  semilla=659999,SubmissionStatus.COMPLETE,15.907,
56170637,KAP12_U005_S659999_1300.csv,2026-09-11 18:05:25.463000,envios=1300  semilla=659999,SubmissionStatus.COMPLETE,17.406,
56170543,KAP12_U005_S659999_800.csv,2026-09-11 18:00:04.230000,envios=800  semilla=659999,SubmissionStatus.COMPLETE,10.910,
56170553,KAP12_U005_S659999_850.csv,2026-09-11 18:00:36.220000,envios=850  semilla=659999,SubmissionStatus.COMPLETE,9.827,
56170563,KAP12_U005_S659999_900.csv,2026-09-11 18:01:08.240000,envios=900  semilla=659999,SubmissionStatus.COMPLETE,11.992,
56170580,KAP12_U005_S659999_950.csv,2026-09-11 18:01:40.323000,envios=950  semilla=659999,SubmissionStatus.COMPLETE,13.824,
56150709,KAP12_U010_S659999_1000.csv,2026-09-10 19:42:09.293000,envios=1000  semilla=659999,SubmissionStatus.COMPLETE,15.490,
56150717,KAP12_U010_S659999_1050.csv,2026-09-10 19:42:41.410000,envios=1050  semilla=659999,SubmissionStatus.COMPLETE,20.987,
56150720,KAP12_U010_S659999_1100.csv,2026-09-10 19:43:13.600000,envios=1100  semilla=659999,SubmissionStatus.COMPLETE,22.819,
56150729,KAP12_U010_S659999_1150.csv,2026-09-10 19:43:45.500000,envios=1150  semilla=659999,SubmissionStatus.COMPLETE,21.736,
56150734,KAP12_U010_S659999_1200.csv,2026-09-10 19:44:17.543000,envios=1200  semilla=659999,SubmissionStatus.COMPLETE,20.570,
56150742,KAP12_U010_S659999_1250.csv,2026-09-10 19:44:49.593000,envios=1250  semilla=659999,SubmissionStatus.COMPLETE,19.738,
56150750,KAP12_U010_S659999_1300.csv,2026-09-10 19:45:21.787000,envios=1300  semilla=659999,SubmissionStatus.COMPLETE,18.572,
56150679,KAP12_U010_S659999_800.csv,2026-09-10 19:40:01.437000,envios=800  semilla=659999,SubmissionStatus.COMPLETE,10.327,
56150690,KAP12_U010_S659999_850.csv,2026-09-10 19:40:33.387000,envios=850  semilla=659999,SubmissionStatus.COMPLETE,12.742,
56150698,KAP12_U010_S659999_900.csv,2026-09-10 19:41:05.283000,envios=900  semilla=659999,SubmissionStatus.COMPLETE,14.990,
56150703,KAP12_U010_S659999_950.csv,2026-09-10 19:41:37.337000,envios=950  semilla=659999,SubmissionStatus.COMPLETE,13.741,
56149887,KAP12_U040_S659999_1000.csv,2026-09-10 18:37:06.973000,envios=1000  semilla=659999,SubmissionStatus.COMPLETE,15.823,
56149898,KAP12_U040_S659999_1050.csv,2026-09-10 18:37:38.970000,envios=1050  semilla=659999,SubmissionStatus.COMPLETE,14.407,
56149902,KAP12_U040_S659999_1100.csv,2026-09-10 18:38:11.033000,envios=1100  semilla=659999,SubmissionStatus.COMPLETE,12.659,
56149910,KAP12_U040_S659999_1150.csv,2026-09-10 18:38:43.097000,envios=1150  semilla=659999,SubmissionStatus.COMPLETE,11.576,
56149919,KAP12_U040_S659999_1200.csv,2026-09-10 18:39:15.247000,envios=1200  semilla=659999,SubmissionStatus.COMPLETE,13.491,
56149929,KAP12_U040_S659999_1250.csv,2026-09-10 18:39:47.317000,envios=1250  semilla=659999,SubmissionStatus.COMPLETE,19.071,
56149939,KAP12_U040_S659999_1300.csv,2026-09-10 18:40:19.413000,envios=1300  semilla=659999,SubmissionStatus.COMPLETE,21.320,
56149865,KAP12_U040_S659999_800.csv,2026-09-10 18:34:58.583000,envios=800  semilla=659999,SubmissionStatus.COMPLETE,14.241,
56149873,KAP12_U040_S659999_850.csv,2026-09-10 18:35:30.677000,envios=850  semilla=659999,SubmissionStatus.COMPLETE,13.325,
56149880,KAP12_U040_S659999_900.csv,2026-09-10 18:36:02.787000,envios=900  semilla=659999,SubmissionStatus.COMPLETE,15.157,
56149883,KAP12_U040_S659999_950.csv,2026-09-10 18:36:34.833000,envios=950  semilla=659999,SubmissionStatus.COMPLETE,17.156,
