escenario_codigo,escenario,semilla,corte,ganancia,es_maximo,fileName,date,ref
B100,100%,659999,800,10.743,NO,KAP12_B100_S659999_800.csv,2026-09-09 22:27:05.783000,56131820
B100,100%,659999,850,9.744,NO,KAP12_B100_S659999_850.csv,2026-09-09 22:27:37.920000,56131825
B100,100%,659999,900,12.076,NO,KAP12_B100_S659999_900.csv,2026-09-09 22:28:09.940000,56131832
B100,100%,659999,950,13.908,NO,KAP12_B100_S659999_950.csv,2026-09-09 22:28:41.867000,56131836
B100,100%,659999,1000,18.905,NO,KAP12_B100_S659999_1000.csv,2026-09-09 22:29:13.890000,56131840
B100,100%,659999,1050,20.987,SI,KAP12_B100_S659999_1050.csv,2026-09-09 22:29:45.810000,56131843
B100,100%,659999,1100,19.987,NO,KAP12_B100_S659999_1100.csv,2026-09-09 22:30:17.760000,56131845
B100,100%,659999,1150,18.821,NO,KAP12_B100_S659999_1150.csv,2026-09-09 22:30:49.657000,56131849
B100,100%,659999,1200,17.322,NO,KAP12_B100_S659999_1200.csv,2026-09-09 22:31:21.623000,56131855
B100,100%,659999,1250,15.99,NO,KAP12_B100_S659999_1250.csv,2026-09-09 22:31:53.607000,56131864
B100,100%,659999,1300,14.074,NO,KAP12_B100_S659999_1300.csv,2026-09-09 22:32:25.553000,56131867
U040,40%,659999,800,14.241,NO,KAP12_U040_S659999_800.csv,2026-09-10 18:34:58.583000,56149865
U040,40%,659999,850,13.325,NO,KAP12_U040_S659999_850.csv,2026-09-10 18:35:30.677000,56149873
U040,40%,659999,900,15.157,NO,KAP12_U040_S659999_900.csv,2026-09-10 18:36:02.787000,56149880
U040,40%,659999,950,17.156,NO,KAP12_U040_S659999_950.csv,2026-09-10 18:36:34.833000,56149883
U040,40%,659999,1000,15.823,NO,KAP12_U040_S659999_1000.csv,2026-09-10 18:37:06.973000,56149887
U040,40%,659999,1050,14.407,NO,KAP12_U040_S659999_1050.csv,2026-09-10 18:37:38.970000,56149898
U040,40%,659999,1100,12.659,NO,KAP12_U040_S659999_1100.csv,2026-09-10 18:38:11.033000,56149902
U040,40%,659999,1150,11.576,NO,KAP12_U040_S659999_1150.csv,2026-09-10 18:38:43.097000,56149910
U040,40%,659999,1200,13.491,NO,KAP12_U040_S659999_1200.csv,2026-09-10 18:39:15.247000,56149919
U040,40%,659999,1250,19.071,NO,KAP12_U040_S659999_1250.csv,2026-09-10 18:39:47.317000,56149929
U040,40%,659999,1300,21.32,SI,KAP12_U040_S659999_1300.csv,2026-09-10 18:40:19.413000,56149939
U010,10%,659999,800,10.327,NO,KAP12_U010_S659999_800.csv,2026-09-10 19:40:01.437000,56150679
U010,10%,659999,850,12.742,NO,KAP12_U010_S659999_850.csv,2026-09-10 19:40:33.387000,56150690
U010,10%,659999,900,14.99,NO,KAP12_U010_S659999_900.csv,2026-09-10 19:41:05.283000,56150698
U010,10%,659999,950,13.741,NO,KAP12_U010_S659999_950.csv,2026-09-10 19:41:37.337000,56150703
U010,10%,659999,1000,15.49,NO,KAP12_U010_S659999_1000.csv,2026-09-10 19:42:09.293000,56150709
U010,10%,659999,1050,20.987,NO,KAP12_U010_S659999_1050.csv,2026-09-10 19:42:41.410000,56150717
U010,10%,659999,1100,22.819,SI,KAP12_U010_S659999_1100.csv,2026-09-10 19:43:13.600000,56150720
U010,10%,659999,1150,21.736,NO,KAP12_U010_S659999_1150.csv,2026-09-10 19:43:45.500000,56150729
U010,10%,659999,1200,20.57,NO,KAP12_U010_S659999_1200.csv,2026-09-10 19:44:17.543000,56150734
U010,10%,659999,1250,19.738,NO,KAP12_U010_S659999_1250.csv,2026-09-10 19:44:49.593000,56150742
U010,10%,659999,1300,18.572,NO,KAP12_U010_S659999_1300.csv,2026-09-10 19:45:21.787000,56150750
U005,5%,659999,800,10.91,NO,KAP12_U005_S659999_800.csv,2026-09-11 18:00:04.230000,56170543
U005,5%,659999,850,9.827,NO,KAP12_U005_S659999_850.csv,2026-09-11 18:00:36.220000,56170553
U005,5%,659999,900,11.992,NO,KAP12_U005_S659999_900.csv,2026-09-11 18:01:08.240000,56170563
U005,5%,659999,950,13.824,NO,KAP12_U005_S659999_950.csv,2026-09-11 18:01:40.323000,56170580
U005,5%,659999,1000,15.74,NO,KAP12_U005_S659999_1000.csv,2026-09-11 18:02:12.677000,56170590
U005,5%,659999,1050,17.655,NO,KAP12_U005_S659999_1050.csv,2026-09-11 18:02:44.720000,56170602
U005,5%,659999,1100,19.904,SI,KAP12_U005_S659999_1100.csv,2026-09-11 18:03:17.410000,56170609
U005,5%,659999,1150,18.738,NO,KAP12_U005_S659999_1150.csv,2026-09-11 18:03:49.520000,56170618
U005,5%,659999,1200,17.406,NO,KAP12_U005_S659999_1200.csv,2026-09-11 18:04:21.463000,56170624
U005,5%,659999,1250,15.907,NO,KAP12_U005_S659999_1250.csv,2026-09-11 18:04:53.417000,56170629
U005,5%,659999,1300,17.406,NO,KAP12_U005_S659999_1300.csv,2026-09-11 18:05:25.463000,56170637
U001,1%,659999,800,10.993,NO,KAP12_U001_S659999_800.csv,2026-09-11 18:54:09.983000,56171275
U001,1%,659999,850,15.74,SI,KAP12_U001_S659999_850.csv,2026-09-11 18:54:42.307000,56171283
U001,1%,659999,900,14.741,NO,KAP12_U001_S659999_900.csv,2026-09-11 18:55:14.570000,56171293
U001,1%,659999,950,13.491,NO,KAP12_U001_S659999_950.csv,2026-09-11 18:55:46.853000,56171299
U001,1%,659999,1000,12.159,NO,KAP12_U001_S659999_1000.csv,2026-09-11 18:56:19.077000,56171310
U001,1%,659999,1050,10.493,NO,KAP12_U001_S659999_1050.csv,2026-09-11 18:56:51.243000,56171317
U001,1%,659999,1100,9.244,NO,KAP12_U001_S659999_1100.csv,2026-09-11 18:57:23.457000,56171320
U001,1%,659999,1150,11.742,NO,KAP12_U001_S659999_1150.csv,2026-09-11 18:57:55.373000,56171325
U001,1%,659999,1200,10.993,NO,KAP12_U001_S659999_1200.csv,2026-09-11 18:58:27.630000,56171329
U001,1%,659999,1250,13.158,NO,KAP12_U001_S659999_1250.csv,2026-09-11 18:58:59.687000,56171336
U001,1%,659999,1300,11.992,NO,KAP12_U001_S659999_1300.csv,2026-09-11 18:59:31.703000,56171341
