escenario_codigo,escenario,semilla,corte,ganancia,es_maximo,fileName,date,ref
B100,100%,119993,800,18.072,NO,KAP12_B100_S119993_800.csv,2026-09-09 21:00:10.660000,56130876
B100,100%,119993,850,17.156,NO,KAP12_B100_S119993_850.csv,2026-09-09 21:00:42.620000,56130881
B100,100%,119993,900,19.155,NO,KAP12_B100_S119993_900.csv,2026-09-09 21:01:14.640000,56130885
B100,100%,119993,950,21.07,SI,KAP12_B100_S119993_950.csv,2026-09-09 21:01:46.613000,56130892
B100,100%,119993,1000,19.321,NO,KAP12_B100_S119993_1000.csv,2026-09-09 21:02:18.617000,56130900
B100,100%,119993,1050,18.072,NO,KAP12_B100_S119993_1050.csv,2026-09-09 21:02:50.600000,56130908
B100,100%,119993,1100,16.906,NO,KAP12_B100_S119993_1100.csv,2026-09-09 21:03:22.583000,56130912
B100,100%,119993,1150,15.657,NO,KAP12_B100_S119993_1150.csv,2026-09-09 21:03:54.557000,56130921
B100,100%,119993,1200,14.657,NO,KAP12_B100_S119993_1200.csv,2026-09-09 21:04:26.517000,56130925
B100,100%,119993,1250,16.906,NO,KAP12_B100_S119993_1250.csv,2026-09-09 21:04:58.513000,56130932
B100,100%,119993,1300,15.657,NO,KAP12_B100_S119993_1300.csv,2026-09-09 21:05:30.457000,56130940
U040,40%,119993,800,18.072,NO,KAP12_U040_S119993_800.csv,2026-09-09 23:47:21.170000,56132577
U040,40%,119993,850,16.823,NO,KAP12_U040_S119993_850.csv,2026-09-09 23:47:53.130000,56132584
U040,40%,119993,900,19.155,NO,KAP12_U040_S119993_900.csv,2026-09-09 23:48:25.020000,56132589
U040,40%,119993,950,18.155,NO,KAP12_U040_S119993_950.csv,2026-09-09 23:48:56.877000,56132597
U040,40%,119993,1000,19.821,SI,KAP12_U040_S119993_1000.csv,2026-09-09 23:49:28.830000,56132604
U040,40%,119993,1050,18.155,NO,KAP12_U040_S119993_1050.csv,2026-09-09 23:50:00.740000,56132612
U040,40%,119993,1100,17.073,NO,KAP12_U040_S119993_1100.csv,2026-09-09 23:50:32.757000,56132624
U040,40%,119993,1150,16.156,NO,KAP12_U040_S119993_1150.csv,2026-09-09 23:51:04.770000,56132631
U040,40%,119993,1200,14.491,NO,KAP12_U040_S119993_1200.csv,2026-09-09 23:51:36.687000,56132642
U040,40%,119993,1250,16.573,NO,KAP12_U040_S119993_1250.csv,2026-09-09 23:52:08.673000,56132656
U040,40%,119993,1300,15.49,NO,KAP12_U040_S119993_1300.csv,2026-09-09 23:52:40.593000,56132664
U010,10%,119993,800,18.072,NO,KAP12_U010_S119993_800.csv,2026-09-10 19:07:44.503000,56150270
U010,10%,119993,850,17.156,NO,KAP12_U010_S119993_850.csv,2026-09-10 19:08:16.707000,56150275
U010,10%,119993,900,15.74,NO,KAP12_U010_S119993_900.csv,2026-09-10 19:08:48.730000,56150283
U010,10%,119993,950,13.991,NO,KAP12_U010_S119993_950.csv,2026-09-10 19:09:20.817000,56150287
U010,10%,119993,1000,16.24,NO,KAP12_U010_S119993_1000.csv,2026-09-10 19:09:52.863000,56150296
U010,10%,119993,1050,17.989,NO,KAP12_U010_S119993_1050.csv,2026-09-10 19:10:24.847000,56150301
U010,10%,119993,1100,20.071,NO,KAP12_U010_S119993_1100.csv,2026-09-10 19:10:56.950000,56150306
U010,10%,119993,1150,21.82,SI,KAP12_U010_S119993_1150.csv,2026-09-10 19:11:29.063000,56150311
U010,10%,119993,1200,20.987,NO,KAP12_U010_S119993_1200.csv,2026-09-10 19:12:01.337000,56150321
U010,10%,119993,1250,19.404,NO,KAP12_U010_S119993_1250.csv,2026-09-10 19:12:34.213000,56150326
U010,10%,119993,1300,18.405,NO,KAP12_U010_S119993_1300.csv,2026-09-10 19:13:06.297000,56150333
U005,5%,119993,800,20.82,NO,KAP12_U005_S119993_800.csv,2026-09-11 14:42:23.950000,56167378
U005,5%,119993,850,22.986,SI,KAP12_U005_S119993_850.csv,2026-09-11 14:42:56.050000,56167387
U005,5%,119993,900,22.153,NO,KAP12_U005_S119993_900.csv,2026-09-11 14:43:28.113000,56167400
