escenario_codigo,escenario,semilla,corte,ganancia,es_maximo,fileName,date,ref
U005,5%,119993,950,21.07,NO,KAP12_U005_S119993_950.csv,2026-09-11 14:44:00.167000,56167409
U005,5%,119993,1000,19.404,NO,KAP12_U005_S119993_1000.csv,2026-09-11 14:44:32.280000,56167417
U005,5%,119993,1050,18.238,NO,KAP12_U005_S119993_1050.csv,2026-09-11 14:45:04.270000,56167426
U005,5%,119993,1100,16.989,NO,KAP12_U005_S119993_1100.csv,2026-09-11 14:45:36.247000,56167434
U005,5%,119993,1150,15.49,NO,KAP12_U005_S119993_1150.csv,2026-09-11 14:46:08.360000,56167442
U005,5%,119993,1200,17.572,NO,KAP12_U005_S119993_1200.csv,2026-09-11 14:46:40.580000,56167453
U005,5%,119993,1250,16.156,NO,KAP12_U005_S119993_1250.csv,2026-09-11 14:47:12.527000,56167471
U005,5%,119993,1300,18.405,NO,KAP12_U005_S119993_1300.csv,2026-09-11 14:47:44.577000,56167479
U001,1%,119993,800,17.989,NO,KAP12_U001_S119993_800.csv,2026-09-11 18:19:55.940000,56170849
U001,1%,119993,850,16.989,NO,KAP12_U001_S119993_850.csv,2026-09-11 18:20:27.927000,56170856
U001,1%,119993,900,19.404,NO,KAP12_U001_S119993_900.csv,2026-09-11 18:20:59.890000,56170859
U001,1%,119993,950,21.32,SI,KAP12_U001_S119993_950.csv,2026-09-11 18:21:31.853000,56170866
U001,1%,119993,1000,19.404,NO,KAP12_U001_S119993_1000.csv,2026-09-11 18:22:03.940000,56170884
U001,1%,119993,1050,18.072,NO,KAP12_U001_S119993_1050.csv,2026-09-11 18:22:36.003000,56170889
U001,1%,119993,1100,17.073,NO,KAP12_U001_S119993_1100.csv,2026-09-11 18:23:44.780000,56170907
U001,1%,119993,1150,15.823,NO,KAP12_U001_S119993_1150.csv,2026-09-11 18:24:16.693000,56170915
U001,1%,119993,1200,14.741,NO,KAP12_U001_S119993_1200.csv,2026-09-11 18:24:48.627000,56170924
U001,1%,119993,1250,13.491,NO,KAP12_U001_S119993_1250.csv,2026-09-11 18:25:20.580000,56170930
U001,1%,119993,1300,15.157,NO,KAP12_U001_S119993_1300.csv,2026-09-11 18:25:52.737000,56170937
