escenario_codigo,escenario,semilla,corte,ganancia,es_maximo,fileName,date,ref
U005,5%,895651,1250,12.742,NO,KAP12_U005_S895651_1250.csv,2026-09-11 02:11:12.787000,56156536
U005,5%,895651,1300,11.409,NO,KAP12_U005_S895651_1300.csv,2026-09-11 02:11:44.833000,56156545
U001,1%,895651,800,14.241,NO,KAP12_U001_S895651_800.csv,2026-09-11 02:14:05.520000,56156577
U001,1%,895651,850,19.155,NO,KAP12_U001_S895651_850.csv,2026-09-11 02:14:37.633000,56156588
U001,1%,895651,900,17.655,NO,KAP12_U001_S895651_900.csv,2026-09-11 02:15:09.680000,56156600
U001,1%,895651,950,16.49,NO,KAP12_U001_S895651_950.csv,2026-09-11 02:15:41.833000,56156611
U001,1%,895651,1000,15.407,NO,KAP12_U001_S895651_1000.csv,2026-09-11 02:16:13.860000,56156623
U001,1%,895651,1050,17.572,NO,KAP12_U001_S895651_1050.csv,2026-09-11 02:16:45.907000,56156631
U001,1%,895651,1100,19.238,NO,KAP12_U001_S895651_1100.csv,2026-09-11 02:17:17.923000,56156640
U001,1%,895651,1150,21.487,NO,KAP12_U001_S895651_1150.csv,2026-09-11 02:17:50.010000,56156644
U001,1%,895651,1200,23.902,SI,KAP12_U001_S895651_1200.csv,2026-09-11 02:18:22.263000,56156649
U001,1%,895651,1250,22.736,NO,KAP12_U001_S895651_1250.csv,2026-09-11 02:18:54.430000,56156659
U001,1%,895651,1300,21.653,NO,KAP12_U001_S895651_1300.csv,2026-09-11 02:19:26.597000,56156673
