ref,fileName,date,description,status,publicScore,privateScore
56156034,KAP12_B100_S895651_1000.csv,2026-09-11 01:40:39.593000,envios=1000  semilla=895651,SubmissionStatus.COMPLETE,13.908,
56156055,KAP12_B100_S895651_1050.csv,2026-09-11 01:41:11.657000,envios=1050  semilla=895651,SubmissionStatus.COMPLETE,12.908,
56156071,KAP12_B100_S895651_1100.csv,2026-09-11 01:41:43.817000,envios=1100  semilla=895651,SubmissionStatus.COMPLETE,17.572,
56156080,KAP12_B100_S895651_1150.csv,2026-09-11 01:42:16.003000,envios=1150  semilla=895651,SubmissionStatus.COMPLETE,15.573,
56156094,KAP12_B100_S895651_1200.csv,2026-09-11 01:42:48.037000,envios=1200  semilla=895651,SubmissionStatus.COMPLETE,17.239,
56156099,KAP12_B100_S895651_1250.csv,2026-09-11 01:43:20.133000,envios=1250  semilla=895651,SubmissionStatus.COMPLETE,15.990,
56156109,KAP12_B100_S895651_1300.csv,2026-09-11 01:43:52.337000,envios=1300  semilla=895651,SubmissionStatus.COMPLETE,14.824,
56156008,KAP12_B100_S895651_800.csv,2026-09-11 01:38:30.823000,envios=800  semilla=895651,SubmissionStatus.COMPLETE,17.239,
56156011,KAP12_B100_S895651_850.csv,2026-09-11 01:39:02.920000,envios=850  semilla=895651,SubmissionStatus.COMPLETE,16.240,
56156015,KAP12_B100_S895651_900.csv,2026-09-11 01:39:35.110000,envios=900  semilla=895651,SubmissionStatus.COMPLETE,15.823,
56156022,KAP12_B100_S895651_950.csv,2026-09-11 01:40:07.373000,envios=950  semilla=895651,SubmissionStatus.COMPLETE,15.074,
56156623,KAP12_U001_S895651_1000.csv,2026-09-11 02:16:13.860000,envios=1000  semilla=895651,SubmissionStatus.COMPLETE,15.407,
56156631,KAP12_U001_S895651_1050.csv,2026-09-11 02:16:45.907000,envios=1050  semilla=895651,SubmissionStatus.COMPLETE,17.572,
56156640,KAP12_U001_S895651_1100.csv,2026-09-11 02:17:17.923000,envios=1100  semilla=895651,SubmissionStatus.COMPLETE,19.238,
56156644,KAP12_U001_S895651_1150.csv,2026-09-11 02:17:50.010000,envios=1150  semilla=895651,SubmissionStatus.COMPLETE,21.487,
56156649,KAP12_U001_S895651_1200.csv,2026-09-11 02:18:22.263000,envios=1200  semilla=895651,SubmissionStatus.COMPLETE,23.902,
56156659,KAP12_U001_S895651_1250.csv,2026-09-11 02:18:54.430000,envios=1250  semilla=895651,SubmissionStatus.COMPLETE,22.736,
56156673,KAP12_U001_S895651_1300.csv,2026-09-11 02:19:26.597000,envios=1300  semilla=895651,SubmissionStatus.COMPLETE,21.653,
56156577,KAP12_U001_S895651_800.csv,2026-09-11 02:14:05.520000,envios=800  semilla=895651,SubmissionStatus.COMPLETE,14.241,
56156588,KAP12_U001_S895651_850.csv,2026-09-11 02:14:37.633000,envios=850  semilla=895651,SubmissionStatus.COMPLETE,19.155,
56156600,KAP12_U001_S895651_900.csv,2026-09-11 02:15:09.680000,envios=900  semilla=895651,SubmissionStatus.COMPLETE,17.655,
56156611,KAP12_U001_S895651_950.csv,2026-09-11 02:15:41.833000,envios=950  semilla=895651,SubmissionStatus.COMPLETE,16.490,
56156499,KAP12_U005_S895651_1000.csv,2026-09-11 02:08:32.050000,envios=1000  semilla=895651,SubmissionStatus.COMPLETE,13.241,
56156505,KAP12_U005_S895651_1050.csv,2026-09-11 02:09:04.157000,envios=1050  semilla=895651,SubmissionStatus.COMPLETE,15.657,
56156513,KAP12_U005_S895651_1100.csv,2026-09-11 02:09:36.440000,envios=1100  semilla=895651,SubmissionStatus.COMPLETE,17.572,
56156522,KAP12_U005_S895651_1150.csv,2026-09-11 02:10:08.477000,envios=1150  semilla=895651,SubmissionStatus.COMPLETE,15.990,
56156529,KAP12_U005_S895651_1200.csv,2026-09-11 02:10:40.613000,envios=1200  semilla=895651,SubmissionStatus.COMPLETE,14.407,
56156536,KAP12_U005_S895651_1250.csv,2026-09-11 02:11:12.787000,envios=1250  semilla=895651,SubmissionStatus.COMPLETE,12.742,
56156545,KAP12_U005_S895651_1300.csv,2026-09-11 02:11:44.833000,envios=1300  semilla=895651,SubmissionStatus.COMPLETE,11.409,
56156455,KAP12_U005_S895651_800.csv,2026-09-11 02:06:23.343000,envios=800  semilla=895651,SubmissionStatus.COMPLETE,17.572,
56156467,KAP12_U005_S895651_850.csv,2026-09-11 02:06:55.563000,envios=850  semilla=895651,SubmissionStatus.COMPLETE,16.573,
56156480,KAP12_U005_S895651_900.csv,2026-09-11 02:07:27.740000,envios=900  semilla=895651,SubmissionStatus.COMPLETE,15.324,
56156495,KAP12_U005_S895651_950.csv,2026-09-11 02:07:59.897000,envios=950  semilla=895651,SubmissionStatus.COMPLETE,14.158,
56156357,KAP12_U010_S895651_1000.csv,2026-09-11 02:00:24.153000,envios=1000  semilla=895651,SubmissionStatus.COMPLETE,15.823,
56156367,KAP12_U010_S895651_1050.csv,2026-09-11 02:00:56.210000,envios=1050  semilla=895651,SubmissionStatus.COMPLETE,14.324,
56156375,KAP12_U010_S895651_1100.csv,2026-09-11 02:01:28.257000,envios=1100  semilla=895651,SubmissionStatus.COMPLETE,16.240,
56156382,KAP12_U010_S895651_1150.csv,2026-09-11 02:02:00.343000,envios=1150  semilla=895651,SubmissionStatus.COMPLETE,15.074,
56156389,KAP12_U010_S895651_1200.csv,2026-09-11 02:02:32.467000,envios=1200  semilla=895651,SubmissionStatus.COMPLETE,17.406,
56156395,KAP12_U010_S895651_1250.csv,2026-09-11 02:03:04.550000,envios=1250  semilla=895651,SubmissionStatus.COMPLETE,19.821,
56156403,KAP12_U010_S895651_1300.csv,2026-09-11 02:03:36.610000,envios=1300  semilla=895651,SubmissionStatus.COMPLETE,18.405,
56156317,KAP12_U010_S895651_800.csv,2026-09-11 01:58:15.863000,envios=800  semilla=895651,SubmissionStatus.COMPLETE,19.821,
56156326,KAP12_U010_S895651_850.csv,2026-09-11 01:58:48.027000,envios=850  semilla=895651,SubmissionStatus.COMPLETE,18.988,
56156334,KAP12_U010_S895651_900.csv,2026-09-11 01:59:20.087000,envios=900  semilla=895651,SubmissionStatus.COMPLETE,17.989,
56156346,KAP12_U010_S895651_950.csv,2026-09-11 01:59:52.110000,envios=950  semilla=895651,SubmissionStatus.COMPLETE,17.073,
56156221,KAP12_U040_S895651_1000.csv,2026-09-11 01:51:37.443000,envios=1000  semilla=895651,SubmissionStatus.COMPLETE,16.406,
56156231,KAP12_U040_S895651_1050.csv,2026-09-11 01:52:09.557000,envios=1050  semilla=895651,SubmissionStatus.COMPLETE,18.405,
56156238,KAP12_U040_S895651_1100.csv,2026-09-11 01:52:41.623000,envios=1100  semilla=895651,SubmissionStatus.COMPLETE,17.239,
56156246,KAP12_U040_S895651_1150.csv,2026-09-11 01:53:13.780000,envios=1150  semilla=895651,SubmissionStatus.COMPLETE,15.657,
56156251,KAP12_U040_S895651_1200.csv,2026-09-11 01:53:45.867000,envios=1200  semilla=895651,SubmissionStatus.COMPLETE,14.158,
56156263,KAP12_U040_S895651_1250.csv,2026-09-11 01:54:17.977000,envios=1250  semilla=895651,SubmissionStatus.COMPLETE,15.740,
56156268,KAP12_U040_S895651_1300.csv,2026-09-11 01:54:50.170000,envios=1300  semilla=895651,SubmissionStatus.COMPLETE,14.407,
56156191,KAP12_U040_S895651_800.csv,2026-09-11 01:49:28.693000,envios=800  semilla=895651,SubmissionStatus.COMPLETE,16.823,
56156199,KAP12_U040_S895651_850.csv,2026-09-11 01:50:00.970000,envios=850  semilla=895651,SubmissionStatus.COMPLETE,18.988,
56156206,KAP12_U040_S895651_900.csv,2026-09-11 01:50:33.063000,envios=900  semilla=895651,SubmissionStatus.COMPLETE,17.989,
