escenario_codigo,escenario,semilla,corte,ganancia,es_maximo,fileName,date,ref
U040,40%,602257,1200,20.071,NO,KAP12_U040_S602257_1200.csv,2026-09-10 03:29:53.087000,56136372
U040,40%,602257,1250,21.57,NO,KAP12_U040_S602257_1250.csv,2026-09-10 03:30:25.153000,56136384
U040,40%,602257,1300,20.321,NO,KAP12_U040_S602257_1300.csv,2026-09-10 03:30:57.413000,56136393
U010,10%,602257,800,20.404,NO,KAP12_U010_S602257_800.csv,2026-09-10 03:34:26.487000,56136453
U010,10%,602257,850,22.403,SI,KAP12_U010_S602257_850.csv,2026-09-10 03:34:58.827000,56136460
U010,10%,602257,900,21.153,NO,KAP12_U010_S602257_900.csv,2026-09-10 03:35:31.060000,56136467
U010,10%,602257,950,19.904,NO,KAP12_U010_S602257_950.csv,2026-09-10 03:36:03.213000,56136476
U010,10%,602257,1000,18.655,NO,KAP12_U010_S602257_1000.csv,2026-09-10 03:36:35.293000,56136481
U010,10%,602257,1050,17.572,NO,KAP12_U010_S602257_1050.csv,2026-09-10 03:37:07.473000,56136491
U010,10%,602257,1100,16.073,NO,KAP12_U010_S602257_1100.csv,2026-09-10 03:37:39.627000,56136502
U010,10%,602257,1150,18.155,NO,KAP12_U010_S602257_1150.csv,2026-09-10 03:38:11.853000,56136513
U010,10%,602257,1200,20.071,NO,KAP12_U010_S602257_1200.csv,2026-09-10 03:38:43.990000,56136524
U010,10%,602257,1250,22.069,NO,KAP12_U010_S602257_1250.csv,2026-09-10 03:39:16.033000,56136533
U010,10%,602257,1300,20.321,NO,KAP12_U010_S602257_1300.csv,2026-09-10 03:39:48.087000,56136541
U005,5%,602257,800,17.239,NO,KAP12_U005_S602257_800.csv,2026-09-10 03:42:47.860000,56136600
U005,5%,602257,850,19.488,NO,KAP12_U005_S602257_850.csv,2026-09-10 03:43:20.047000,56136606
U005,5%,602257,900,21.487,SI,KAP12_U005_S602257_900.csv,2026-09-10 03:43:52.150000,56136619
U005,5%,602257,950,19.904,NO,KAP12_U005_S602257_950.csv,2026-09-10 03:44:24.253000,56136625
U005,5%,602257,1000,18.572,NO,KAP12_U005_S602257_1000.csv,2026-09-10 03:44:56.470000,56136630
U005,5%,602257,1050,17.239,NO,KAP12_U005_S602257_1050.csv,2026-09-10 03:45:28.567000,56136632
U005,5%,602257,1100,15.657,NO,KAP12_U005_S602257_1100.csv,2026-09-10 03:46:00.777000,56136638
U005,5%,602257,1150,14.741,NO,KAP12_U005_S602257_1150.csv,2026-09-10 03:46:33.047000,56136642
U005,5%,602257,1200,16.739,NO,KAP12_U005_S602257_1200.csv,2026-09-10 03:47:05.137000,56136659
U005,5%,602257,1250,15.823,NO,KAP12_U005_S602257_1250.csv,2026-09-10 03:47:37.217000,56136677
U005,5%,602257,1300,18.072,NO,KAP12_U005_S602257_1300.csv,2026-09-10 03:48:09.327000,56136686
U001,1%,602257,800,20.321,NO,KAP12_U001_S602257_800.csv,2026-09-10 03:50:38.417000,56136728
U001,1%,602257,850,19.155,NO,KAP12_U001_S602257_850.csv,2026-09-10 03:51:10.457000,56136733
U001,1%,602257,900,18.155,NO,KAP12_U001_S602257_900.csv,2026-09-10 03:51:42.633000,56136742
U001,1%,602257,950,16.49,NO,KAP12_U001_S602257_950.csv,2026-09-10 03:52:14.853000,56136748
U001,1%,602257,1000,15.324,NO,KAP12_U001_S602257_1000.csv,2026-09-10 03:52:47.120000,56136754
U001,1%,602257,1050,13.991,NO,KAP12_U001_S602257_1050.csv,2026-09-10 03:53:19.263000,56136760
U001,1%,602257,1100,19.571,NO,KAP12_U001_S602257_1100.csv,2026-09-10 03:53:51.413000,56136766
U001,1%,602257,1150,18.572,NO,KAP12_U001_S602257_1150.csv,2026-09-10 03:54:23.667000,56136774
U001,1%,602257,1200,20.82,NO,KAP12_U001_S602257_1200.csv,2026-09-10 03:54:55.880000,56136784
U001,1%,602257,1250,19.738,NO,KAP12_U001_S602257_1250.csv,2026-09-10 03:55:27.990000,56136791
U001,1%,602257,1300,21.403,SI,KAP12_U001_S602257_1300.csv,2026-09-10 03:56:00.037000,56136804
