ref,fileName,date,description,status,publicScore,privateScore
56128811,KAP12_U005_S198427_950.csv,2026-09-09 18:06:36.557000,envios=950  semilla=198427,SubmissionStatus.COMPLETE,9.827,
56127706,KAP12_U010_S198427_1000.csv,2026-09-09 16:56:02.237000,envios=1000  semilla=198427,SubmissionStatus.COMPLETE,15.324,
56127713,KAP12_U010_S198427_1050.csv,2026-09-09 16:56:34.217000,envios=1050  semilla=198427,SubmissionStatus.COMPLETE,13.908,
56127723,KAP12_U010_S198427_1100.csv,2026-09-09 16:57:06.197000,envios=1100  semilla=198427,SubmissionStatus.COMPLETE,15.823,
56127731,KAP12_U010_S198427_1150.csv,2026-09-09 16:57:38.150000,envios=1150  semilla=198427,SubmissionStatus.COMPLETE,14.491,
56127745,KAP12_U010_S198427_1200.csv,2026-09-09 16:58:10.210000,envios=1200  semilla=198427,SubmissionStatus.COMPLETE,16.490,
56127752,KAP12_U010_S198427_1250.csv,2026-09-09 16:58:42.153000,envios=1250  semilla=198427,SubmissionStatus.COMPLETE,15.490,
56127765,KAP12_U010_S198427_1300.csv,2026-09-09 16:59:14.120000,envios=1300  semilla=198427,SubmissionStatus.COMPLETE,17.655,
56127679,KAP12_U010_S198427_800.csv,2026-09-09 16:53:54.040000,envios=800  semilla=198427,SubmissionStatus.COMPLETE,13.991,
56127683,KAP12_U010_S198427_850.csv,2026-09-09 16:54:26.097000,envios=850  semilla=198427,SubmissionStatus.COMPLETE,19.238,
56127694,KAP12_U010_S198427_900.csv,2026-09-09 16:54:58.150000,envios=900  semilla=198427,SubmissionStatus.COMPLETE,18.155,
56127702,KAP12_U010_S198427_950.csv,2026-09-09 16:55:30.150000,envios=950  semilla=198427,SubmissionStatus.COMPLETE,16.739,
56127175,KAP12_U040_S198427_1000.csv,2026-09-09 16:20:35.030000,envios=1000  semilla=198427,SubmissionStatus.COMPLETE,15.407,
56127182,KAP12_U040_S198427_1050.csv,2026-09-09 16:21:07.100000,envios=1050  semilla=198427,SubmissionStatus.COMPLETE,13.741,
56127191,KAP12_U040_S198427_1100.csv,2026-09-09 16:21:39.023000,envios=1100  semilla=198427,SubmissionStatus.COMPLETE,12.159,
56127205,KAP12_U040_S198427_1150.csv,2026-09-09 16:22:10.973000,envios=1150  semilla=198427,SubmissionStatus.COMPLETE,14.324,
56127219,KAP12_U040_S198427_1200.csv,2026-09-09 16:22:42.863000,envios=1200  semilla=198427,SubmissionStatus.COMPLETE,13.658,
56127227,KAP12_U040_S198427_1250.csv,2026-09-09 16:23:14.960000,envios=1250  semilla=198427,SubmissionStatus.COMPLETE,12.409,
56127245,KAP12_U040_S198427_1300.csv,2026-09-09 16:23:46.910000,envios=1300  semilla=198427,SubmissionStatus.COMPLETE,11.409,
56127138,KAP12_U040_S198427_800.csv,2026-09-09 16:18:26.333000,envios=800  semilla=198427,SubmissionStatus.COMPLETE,17.239,
56127148,KAP12_U040_S198427_850.csv,2026-09-09 16:18:58.460000,envios=850  semilla=198427,SubmissionStatus.COMPLETE,19.404,
56127154,KAP12_U040_S198427_900.csv,2026-09-09 16:19:30.623000,envios=900  semilla=198427,SubmissionStatus.COMPLETE,18.155,
56127163,KAP12_U040_S198427_950.csv,2026-09-09 16:20:02.730000,envios=950  semilla=198427,SubmissionStatus.COMPLETE,16.656,
