escenario_codigo,escenario,semilla,corte,ganancia,es_maximo,fileName,date,ref
B100,100%,742801,800,13.741,NO,KAP12_B100_S742801_800.csv,2026-09-12 03:17:46.593000,56177408
B100,100%,742801,850,12.409,NO,KAP12_B100_S742801_850.csv,2026-09-12 03:18:18.853000,56177419
B100,100%,742801,900,11.409,NO,KAP12_B100_S742801_900.csv,2026-09-12 03:18:51.047000,56177425
B100,100%,742801,950,16.989,NO,KAP12_B100_S742801_950.csv,2026-09-12 03:19:23.093000,56177432
B100,100%,742801,1000,19.071,NO,KAP12_B100_S742801_1000.csv,2026-09-12 03:19:55.330000,56177446
B100,100%,742801,1050,17.822,NO,KAP12_B100_S742801_1050.csv,2026-09-12 03:20:27.500000,56177457
B100,100%,742801,1100,19.738,SI,KAP12_B100_S742801_1100.csv,2026-09-12 03:20:59.557000,56177465
B100,100%,742801,1150,18.905,NO,KAP12_B100_S742801_1150.csv,2026-09-12 03:21:31.663000,56177470
B100,100%,742801,1200,17.322,NO,KAP12_B100_S742801_1200.csv,2026-09-12 03:22:03.797000,56177476
B100,100%,742801,1250,15.907,NO,KAP12_B100_S742801_1250.csv,2026-09-12 03:22:35.850000,56177484
B100,100%,742801,1300,14.574,NO,KAP12_B100_S742801_1300.csv,2026-09-12 03:23:08.010000,56177494
U040,40%,742801,800,13.991,NO,KAP12_U040_S742801_800.csv,2026-09-12 03:28:27.417000,56177575
U040,40%,742801,850,13.075,NO,KAP12_U040_S742801_850.csv,2026-09-12 03:28:59.643000,56177582
U040,40%,742801,900,12.159,NO,KAP12_U040_S742801_900.csv,2026-09-12 03:29:31.650000,56177591
U040,40%,742801,950,20.654,SI,KAP12_U040_S742801_950.csv,2026-09-12 03:30:03.740000,56177595
U040,40%,742801,1000,19.155,NO,KAP12_U040_S742801_1000.csv,2026-09-12 03:30:35.830000,56177604
U040,40%,742801,1050,20.654,SI,KAP12_U040_S742801_1050.csv,2026-09-12 03:31:07.863000,56177609
U040,40%,742801,1100,19.488,NO,KAP12_U040_S742801_1100.csv,2026-09-12 03:31:39.967000,56177620
U040,40%,742801,1150,18.488,NO,KAP12_U040_S742801_1150.csv,2026-09-12 03:32:12.097000,56177628
U040,40%,742801,1200,17.322,NO,KAP12_U040_S742801_1200.csv,2026-09-12 03:32:44.317000,56177638
U040,40%,742801,1250,16.406,NO,KAP12_U040_S742801_1250.csv,2026-09-12 03:33:16.470000,56177651
U040,40%,742801,1300,14.741,NO,KAP12_U040_S742801_1300.csv,2026-09-12 03:33:48.560000,56177667
